ID,Unit Name,Tier,Type,Type2,Race,Chassis,ThreatSpd,ThreatRange,ThreatHP,SrfThreatTotal,SubThreatTotal,AirThreatTotal,tSurfDPS,tSubDPS,tAirDPS,totDPS,maxRange,Vision,Wvision,Intel,Shield,Health,TorpDefRate,Regen,Mass,Energy,BuildTime,Speed,Warnings
URB1305,Advanced Mass Fabricator & Storage,3,Type,Type2,Cybran,Structure,0,0,26.653846153846,26.653846153846,26.653846153846,26.653846153846,0,0,0,0,0,0,0,,0,6930,0,7,7600,57000,7600,0,
UEB4303,HSD Pulse,3,Type,Type2,UEF,Defense,0,0,75.288461538462,75.288461538462,75.288461538462,75.288461538462,0,0,0,0,0,0,0,,18750,825,0,3,2866,24000,2866,0,
BRB1304,Adv. Hydrocarbon Power Plant & Storage,3,Type,Type2,Cybran,Structure,0,0,44.846153846154,44.846153846154,44.846153846154,44.846153846154,0,0,0,0,0,0,0,,0,11660,0,8,10800,125000,10800,0,
UEB1304,Advanced Mass Extractor & Storage,3,Type,Type2,UEF,Structure,0,0,38.076923076923,38.076923076923,38.076923076923,38.076923076923,0,0,0,0,0,0,0,,0,9900,0,3,3200,24000,3200,0,
UAB1306,Advanced Power Generator & Storage,3,Type,Type2,Aeon,Structure,0,0,44.230769230769,44.230769230769,44.230769230769,44.230769230769,0,0,0,0,0,0,0,,0,11500,0,6,10000,63000,10000,0,
BSB1304,Uya-atoh,3,Type,Type2,Seraphim,Structure,0,0,44.846153846154,44.846153846154,44.846153846154,44.846153846154,0,0,0,0,0,0,0,,0,11660,0,6,10800,125000,10800,0,
UEB1107,Mass Fabricator & Storage,2,Type,Type2,UEF,Structure,0,0,1.5384615384615,1.5384615384615,1.5384615384615,1.5384615384615,0,0,0,0,0,0,0,,0,400,0,2,720,5400,720,0,
URB1203,Improved Power Generator & Storage,2,Type,Type2,Cybran,Structure,0,0,10.153846153846,10.153846153846,10.153846153846,10.153846153846,0,0,0,0,0,0,0,,0,2640,0,4,2450,11700,2450,0,
UEB1305,Advanced Mass Fabricator & Storage,3,Type,Type2,UEF,Structure,0,0,27.884615384615,27.884615384615,27.884615384615,27.884615384615,0,0,0,0,0,0,0,,0,7250,0,4,7600,57000,7600,0,
BAB1304,Advanced Hydrocarbon Plant & Storage,3,Type,Type2,Aeon,Structure,0,0,44.846153846154,44.846153846154,44.846153846154,44.846153846154,0,0,0,0,0,0,0,,0,11660,0,5,10800,125000,10800,0,
XSB4303,Heavy Shield Generator & Storage,3,Type,Type2,Seraphim,Defense,0,0,104.76923076923,104.76923076923,104.76923076923,104.76923076923,0,0,0,0,0,0,0,,26250,990,0,4,4800,30000,4800,0,
XSB1305,Advanced Mass Fabricator & Storage,3,Type,Type2,Seraphim,Structure,0,0,26.653846153846,26.653846153846,26.653846153846,26.653846153846,0,0,0,0,0,0,0,,0,6930,0,6,7600,57000,7600,0,
XSB1107,Mass Fabricator & Storage,2,Type,Type2,Seraphim,Structure,0,0,1.5384615384615,1.5384615384615,1.5384615384615,1.5384615384615,0,0,0,0,0,0,0,,0,400,0,2,720,5400,720,0,
XSB1304,Advanced Mass Extractor & Storage,3,Type,Type2,Seraphim,Structure,0,0,38.076923076923,38.076923076923,38.076923076923,38.076923076923,0,0,0,0,0,0,0,,0,9900,0,3,3200,24000,3200,0,
UAB1203,Improved Power Generator & Storage,2,Type,Type2,Aeon,Structure,0,0,10.153846153846,10.153846153846,10.153846153846,10.153846153846,0,0,0,0,0,0,0,,0,2640,0,3,2250,11700,2250,0,
URB1306,Advanced Power Generator & Storage,3,Type,Type2,Cybran,Structure,0,0,44.230769230769,44.230769230769,44.230769230769,44.230769230769,0,0,0,0,0,0,0,,0,11500,0,10,10800,65800,10800,0,
UAB8765,Resource Storage Facility,4,Type,Type2,Aeon,Experi,0,0,29.038461538462,29.038461538462,29.038461538462,29.038461538462,0,0,0,0,30,0,0,,0,7550,0,10,35000,600000,35000,0,
XSBSSG02,Thanatos,4,Type,Type2,Seraphim,Experi,0,0,202.40384615385,202.40384615385,202.40384615385,202.40384615385,0,0,0,0,0,0,0,,48125,4500,0,23,11280,200000,11280,0,
UAB0305,Quantum Teleporter,4,Type,Type2,Aeon,Experi,0,0,57.692307692308,57.692307692308,57.692307692308,57.692307692308,0,0,0,0,0,10,0,,0,15000,0,3,10000,100000,10000,0,
VEB2302,Flayer II,4,Type,Type2,UEF,Experi,0,0,36.923076923077,36.923076923077,36.923076923077,236.92307692308,0,0,4000,4000,89,40,0,,0,9600,0,4,13000,145000,13000,0,
UABSSG02,Luminesc,4,Type,Type2,Aeon,Experi,0,0,197.59615384615,197.59615384615,197.59615384615,197.59615384615,0,0,0,0,0,0,0,,46875,4500,0,15,15318,280820,15318,0,
WEL0405,King Kraptor,4,Type,Type2,Aeon,Experi,0,609.28188946735,546.15384615385,1401.4357356212,546.15384615385,586.15384615385,4920,0,800,5720,128,44,35,RadarOmni,0,142000,0,38,62000,1200000,62000,2.3,MuzzleSalvoSize_Overridden,MuzzleSalvoSize_Overridden,MuzzleSalvoSize_Overridden,
UEBSSG02,SSD Hope,4,Type,Type2,UEF,Experi,0,0,192.11538461538,192.11538461538,192.11538461538,192.11538461538,0,0,0,0,0,15,0,,45000,4950,0,15,11456,200000,11456,0,
leb2320,Jackhammer,3,Type,Type2,UEF,Structure,0,289.78041084423,20,354.78041084423,20,20,900,0,0,900,155,30,0,,0,5200,0,2,9500,135000,9500,0,
URB0305,Quantum Teleporter,4,Type,Type2,Cybran,Experi,0,0,57.692307692308,57.692307692308,57.692307692308,57.692307692308,0,0,0,0,0,10,0,,0,15000,0,5,10000,100000,10000,0,
WAB0201,Saviour,3,Type,Type2,Aeon,Structure,0,0,11.538461538462,11.538461538462,11.538461538462,11.538461538462,0,0,0,0,0,20,0,,0,3000,0,2,1450,6500,1450,0,
URBSSG01,ED-X,4,Type,Type2,Cybran,Experi,0,0,146.15384615385,146.15384615385,146.15384615385,146.15384615385,0,0,0,0,0,0,0,,35000,3000,0,18,22560,400000,22560,0,
lea0401,Lucidity,4,Type,Type2,UEF,Experi,931.46032815361,1502.5650932664,192.30769230769,3092.9997803943,192.30769230769,292.30769230769,9333.3333333333,0,2000,11333.333333333,90,48,0,Radar,0,50000,0,18,41000,960000,41000,16,
URB8765,Resource Storage Facility,4,Type,Type2,Cybran,Experi,0,0,29.038461538462,29.038461538462,29.038461538462,29.038461538462,0,0,0,0,1,0,0,,0,7550,0,18,35000,600000,35000,0,
VAB2302,Apparitioner,4,Type,Type2,Aeon,Experi,0,0,33.846153846154,33.846153846154,33.846153846154,233.84615384615,0,0,4000,4000,89,40,0,,0,8800,0,4,12000,132000,12000,0,
UEB0305,Quantum Teleporter,4,Type,Type2,UEF,Experi,0,0,57.692307692308,57.692307692308,57.692307692308,57.692307692308,0,0,0,0,0,10,0,,0,15000,0,3,10000,100000,10000,0,
UABSSG01,Luminesc,4,Type,Type2,Aeon,Experi,0,0,155.76923076923,155.76923076923,155.76923076923,155.76923076923,0,0,0,0,0,0,0,,37500,3000,0,10,22913,360000,22913,0,
UEB8765,Resource Storage Facility,4,Type,Type2,UEF,Experi,0,0,31.730769230769,31.730769230769,31.730769230769,31.730769230769,0,0,0,0,30,0,0,,0,8250,0,10,35000,600000,35000,0,
XSBSSG01,Thanatos,4,Type,Type2,Seraphim,Experi,0,0,159.61538461538,159.61538461538,159.61538461538,159.61538461538,0,0,0,0,0,0,0,,38500,3000,0,15,22258,400000,22258,0,
lab2320,Zion,3,Type,Type2,Aeon,Structure,0,255.97269624573,18.461538461538,314.18423470727,18.461538461538,18.461538461538,795,0,0,795,155,30,0,,0,4800,0,2,9500,135000,9500,0,
UEBSSG01,SSD Hope,4,Type,Type2,UEF,Experi,0,0,151.15384615385,151.15384615385,151.15384615385,151.15384615385,0,0,0,0,0,0,0,,36000,3300,0,10,22913,400000,22913,0,
xSS0403,Vergra,4,Type,Type2,Seraphim,Experi,12.927547150444,120.29956005743,226.92307692308,388.72161270238,226.92307692308,314.92307692308,571.42857142857,0,1760,2333.6507936508,110,44,18,RadarSonarOmni,0,59000,0,20,28250,435000,28250,3.8,
lsb2320,Incubus,3,Type,Type2,Seraphim,Structure,0,217.33530813317,18.461538461538,268.29684659471,18.461538461538,18.461538461538,650,0,0,650,160,30,0,,0,4800,0,3,9500,135000,9500,0,
XSB8765,Hala-Vishual,4,Type,Type2,Seraphim,Experi,0,0,29.038461538462,29.038461538462,29.038461538462,29.038461538462,0,0,0,0,1,0,0,,0,7550,0,12,35000,600000,35000,0,
XSB0305,Quantum Teleporter,4,Type,Type2,Seraphim,Experi,0,0,57.692307692308,57.692307692308,57.692307692308,57.692307692308,0,0,0,0,0,10,0,,0,15000,0,3,10000,100000,10000,0,
URBSSG02,ED-X,4,Type,Type2,Cybran,Experi,0,0,185.57692307692,185.57692307692,185.57692307692,185.57692307692,0,0,0,0,0,0,0,,43750,4500,0,23,11280,200000,11280,0,
WSL0405,Echibum,4,Type,Type2,Seraphim,Experi,0,509.2209612784,480.76923076923,1269.9901920476,480.76923076923,530.76923076923,5600,0,1000,6600,80,40,20,RadarOmni,45000,80000,0,32,72500,1200000,72500,2.6,
UALX401,Angel,4,Type,Type2,Aeon,Experi,0,0,290.38461538462,290.38461538462,290.38461538462,290.38461538462,0,0,0,17.647058823529,100,50,20,RadarOmni,27500,48000,0,18,43500,750000,43500,2.4,
VRB2302,Sky Bloom,4,Type,Type2,Cybran,Experi,0,0,33.846153846154,33.846153846154,33.846153846154,233.84615384615,0,0,4000,4000,89,40,0,,0,8800,0,6,13000,145000,13000,0,
VSB2302,Tuvatham,4,Type,Type2,Seraphim,Experi,0,0,33.846153846154,33.846153846154,33.846153846154,233.84615384615,0,0,4000,4000,89,40,0,,0,8800,0,4,13000,145000,13000,0,
WRL0404,Megaroach,4,Type,Type2,Cybran,Experi,0,406.06408852915,465.38461538462,1078.9487039138,465.38461538462,511.38461538462,4150,0,920,5070,78,48,26,RadarOmni,0,121000,0,100,88650,999450,88650,2.4,
lrb2320,Trigger,3,Type,Type2,Cybran,Structure,0,231.82432867538,18.461538461538,286.28586713692,18.461538461538,18.461538461538,720,0,0,720,155,30,0,,0,4800,0,6,9500,135000,9500,0,
WSB0104,Dehgarwof,3,Type,Type2,Seraphim,Structure,0,0,11.923076923077,11.923076923077,11.923076923077,11.923076923077,0,0,0,0,0,20,0,,0,3100,0,2,1595,7150,1595,0,
UAB4304,Shador,3,Type,Type2,Aeon,Structure,0,0,3.9423076923077,3.9423076923077,3.9423076923077,3.9423076923077,0,0,0,0,0,10,10,,0,1025,0,2,800,12000,800,0,
URB4304,BlackOut,3,Type,Type2,Cybran,Structure,0,0,3.8461538461538,3.8461538461538,3.8461538461538,3.8461538461538,0,0,0,0,0,10,10,,0,1000,0,3,675,12000,675,0,
UEB4304,Obfuscator,3,Type,Type2,UEF,Structure,0,0,4.3269230769231,4.3269230769231,4.3269230769231,4.3269230769231,0,0,0,0,0,10,10,,0,1125,0,1,750,11800,750,0,
XSB4304,Ultha Sele-ioz,3,Type,Type2,Seraphim,Structure,0,0,4.2307692307692,4.2307692307692,4.2307692307692,4.2307692307692,0,0,0,0,0,10,10,,0,1100,0,2,750,11500,750,0,
SSA0201,Selia,2,Type,Type2,Seraphim,unknown,0,0,2.2884615384615,2.2884615384615,2.2884615384615,2.2884615384615,0,0,0,0,0,44,0,RadarSonar,0,595,0,1,160,5500,160,24,
SEB3404,Panopticon,4,Type,Type2,UEF,Experi,0,0,36.538461538462,36.538461538462,36.538461538462,36.538461538462,0,0,0,0,0,2,0,RadarOmni,0,9500,0,5,8050,80495,8050,0,
SSA0002,Hologram,0,Type,Type2,Seraphim,unknown,0,0,0.16153846153846,0.16153846153846,0.16153846153846,0.16153846153846,0,0,0,0,0,0,0,,0,42,0,0,420,1337,420,4,
SSB2306,Othuushala,3,Type,Type2,Seraphim,Defense,0,29.721067778895,24.038461538462,73.759529317357,24.038461538462,24.038461538462,400,0,0,400,55,36,0,,0,6250,0,3,2100,22000,2100,0,
SRB2220,Mutter,1,Type,Type2,Cybran,Structure,0,0,0.076923076923077,0.076923076923077,45.076923076923,0.076923076923077,0,900,0,900,1,0,0,Omni,0,20,0,0.2,150,2500,150,0,
SEB2311,Guardian,3,Type,Type2,UEF,Defense,0,129.43045645648,31.730769230769,204.70961278402,31.730769230769,31.730769230769,870.96774193548,0,0,870.96774193548,85,30,0,,0,8250,0,3,4100,45000,4100,0,
SEB2320,Hiro,3,Type,Type2,UEF,Defense,0,26.748961001006,29.326923076923,69.575884077929,29.326923076923,29.326923076923,270,0,0,270,65,36,0,,0,7625,0,3,2300,16500,2300,0,MuzzleSalvoSize_Overridden,
SAL0401,Absolution,4,Type,Type2,Aeon,Experi,8.7451990343355,282.3501438995,163.46153846154,514.55688139538,163.46153846154,163.46153846154,1200,0,0,1220,120,36,0,,0,42500,0,15,18500,380000,18500,3.3,
SEA0211,Tornado,2,Type,Type2,UEF,unknown,17.108455006903,11.888427111558,5.9615384615385,43.529849151428,5.9615384615385,6.532967032967,171.42857142857,0,11.428571428571,171.42857142857,55,32,0,Radar,0,1550,0,4,395,22000,395,16,
SSB2103,Thaam-atha,1,Type,Type2,Seraphim,Defense,0,9.907022592965,3.4615384615385,20.03522772117,3.4615384615385,3.4615384615385,133.33333333333,0,0,133.33333333333,55,24,0,,0,900,0,1,550,5400,550,0,
SEB5104,Resupply,1,Type,Type2,UEF,Structure,0,0,0.76923076923077,0.76923076923077,0.76923076923077,0.76923076923077,0,0,0,0,0,0,0,,0,200,0,0.2,90,1050,90,0,
SSL0219,Iyazyn,2,Type,Type2,Seraphim,Amphib,0,0,2.3846153846154,3.8131868131868,2.3846153846154,2.3846153846154,28.571428571429,0,0,28.571428571429,18,20,20,RadarOmni,0,620,0,2,400,2400,400,2.2,
SRB2221,Whisper,2,Type,Type2,Cybran,Structure,0,0,0.30769230769231,0.30769230769231,225.30769230769,0.30769230769231,0,4500,0,4500,5,0,0,RadarSonar,0,80,0,0.2,300,6000,300,0,
SSB2221,Zhanasee,2,Type,Type2,Seraphim,Structure,0,0,0.30769230769231,0.30769230769231,0.30769230769231,0.30769230769231,0,0,0,0,5,0,0,RadarSonar,0,80,0,0.1,300,6000,300,0,Unknown Type,
SEL0321,Aster,3,Type,Type2,UEF,StdLand,0,0,10.769230769231,10.769230769231,10.769230769231,10.769230769231,0,0,0,21.428571428571,75,18,0,,0,2800,0,3,3300,55000,3300,2.75,
SAL0324,Metatron,3,Type,Type2,Aeon,Hover,0,0,0.96153846153846,0.96153846153846,0.96153846153846,0.96153846153846,0,0,0,0,0,40,15,RadarOmni,0,250,0,0,1200,27000,1200,3.3,
SEL0319,Custodian,3,Type,Type2,UEF,StdLand,0,0,5.3076923076923,8.3076923076923,5.3076923076923,5.3076923076923,60,0,0,60,22,20,20,RadarOmni,0,1380,0,1,950,6600,950,3,
SRB4402,Darkness,4,Type,Type2,Cybran,Experi,0,0,57.692307692308,57.692307692308,57.692307692308,57.692307692308,0,0,0,0,2000,20,0,,0,15000,0,8,79000,890000,79000,0,Unknown Type,
ZZZ2402,None,0,Type,Type2,None,Structure,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
SEB2402,Mummy,4,Type,Type2,UEF,Experi,0,0,40.384615384615,40.384615384615,40.384615384615,262.60683760684,0,0,4444.4444444444,4444.4444444444,52,40,0,,0,10500,0,6,11650,136100,11650,0,
SRB2391,Tesla Coil,3,Type,Type2,Cybran,Defense,0,0,72.730769230769,72.898626373626,72.730769230769,72.755769230769,3.3571428571429,0,0.5,3.3571428571429,25,25,0,,0,18910,0,0,900,24000,900,0,
SAL0323,Rupture,2,Type,Type2,Aeon,Hover,0,0,1.8461538461538,1.8461538461538,1.8461538461538,1.8461538461538,0,0,0,27.272727272727,22,20,0,,0,480,0,0,320,3500,320,3.4,
SRB2103,Little Bertha,1,Type,Type2,Cybran,Defense,0,5.5727002085428,3.4615384615385,12.784238670081,3.4615384615385,3.4615384615385,75,0,0,75,55,24,0,,0,900,0,2,550,5400,550,0,
SEB5210,GDI,2,Type,Type2,UEF,Structure,0,0,34.615384615385,34.615384615385,34.615384615385,34.615384615385,0,0,0,0,0,0,0,,0,9000,0,0,240,800,240,0,
SAA0106,Saksinokka,1,Type,Type2,Aeon,unknown,0,0,0.92307692307692,0.92307692307692,2.9230769230769,0.92307692307692,0,40,0,40,24,26,0,Sonar,0,240,0,1,55,3500,55,12,
SRS0319,Stillson Class,3,Type,Type2,Cybran,Navy,0,0,23.269230769231,23.269230769231,26.368054298643,26.869230769231,0,61.976470588235,72,133.97647058824,48,32,18,RadarSonarOmni,0,6050,1,9,2200,15500,2200,4.3,
SEA0307,Albatross,3,Type,Type2,UEF,unknown,6.0728008813754,1.9318694056282,12.692307692308,23.696977979311,31.442307692308,15.692307692308,60,375,60,435,38,32,32,Sonar,0,3300,0,6,1650,72000,1650,17,
SRB5310,Procyon Defiance,3,Type,Type2,Cybran,Structure,0,0,57.692307692308,57.692307692308,57.692307692308,57.692307692308,0,0,0,0,0,0,0,,0,15000,0,5,1200,6500,1200,0,
SES0219,Fixxie Class,2,Type,Type2,UEF,Navy,0,0,11.634615384615,11.634615384615,11.634615384615,15.234615384615,0,0,72,72,44,36,18,RadarSonar,0,3025,0,4,1000,4250,1000,4,MuzzleSalvoSize_Overridden,
SEL0320,Archimedes,3,Type,Type2,UEF,StdLand,0,22.113300012714,2.1153846153846,32.345351294765,2.1153846153846,2.1153846153846,162.33333333333,0,0,162.33333333333,80,26,0,,0,550,0,0,800,8000,800,2.25,
SRB5380,Deadshot,3,Type,Type2,Cybran,Structure,0,0,19.230769230769,19.230769230769,19.230769230769,19.230769230769,0,0,0,0,0,0,0,,0,5000,0,0,1000,4000,1000,0,
SEB2404,Ivan,4,Type,Type2,UEF,Experi,0,244.57962026382,38.461538461538,285.54115872536,38.461538461538,38.461538461538,50,0,0,50,2000,28,0,,0,10000,0,0,135000,1350000,135000,0,
SSB3301,Aezselen,3,Type,Type2,Seraphim,Structure,0,0,4.8076923076923,4.8076923076923,4.8076923076923,4.8076923076923,0,0,0,0,0,10,0,,0,1250,0,2,3000,55000,3000,0,
ZZZ5301,None,0,Type,Type2,None,Defense,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,0,0,0,0,0,0,0,
SSB2220,Othe,1,Type,Type2,Seraphim,Structure,0,0,0.076923076923077,0.076923076923077,0.076923076923077,0.076923076923077,0,0,0,0,1,0,0,Omni,0,20,0,0.1,150,2500,150,0,Unknown Type,
SRB5311,Procyon Offering,3,Type,Type2,Cybran,Defense,0,0,51.923076923077,51.923076923077,51.923076923077,51.923076923077,0,0,0,0,0,0,0,,0,13500,0,5,1200,6500,1200,0,
SRB2306,Hades,3,Type,Type2,Cybran,Defense,0,25.077150938443,23.076923076923,66.904074015366,23.076923076923,23.076923076923,375,0,0,375,52,32,0,,0,6000,0,3,2000,18500,2000,0,
SRA0201,Blade Raven,2,Type,Type2,Cybran,unknown,0,0,2.2884615384615,2.2884615384615,2.2884615384615,2.2884615384615,0,0,0,0,0,44,0,RadarSonar,0,595,0,1,160,9000,160,24,
SAB2221,Mound,2,Type,Type2,Aeon,Structure,0,0,0.30769230769231,0.30769230769231,0.30769230769231,0.30769230769231,0,0,0,0,5,0,0,RadarSonar,0,80,0,0.1,300,6000,300,0,Unknown Type,
SSL0324,Yenesel,3,Type,Type2,Seraphim,Hover,0,0,1,1,1,1,0,0,0,0,0,40,15,RadarOmni,0,260,0,1,1200,27000,1200,3.5,
SSA0106,Sou-ioz,1,Type,Type2,Seraphim,unknown,0,0,0.92307692307692,0.92307692307692,2.9230769230769,0.92307692307692,0,40,0,40,28,28,10,Sonar,0,240,0,1,55,3500,55,12,
SSA0305,Vulthuum,3,Type,Type2,Seraphim,unknown,20.917179767878,2.340534087588,23,58.507713855466,23,28.25,245,0,105,245,30,34,0,,0,5980,0,11,3100,95000,3100,10,
SRL0401,Abyss Crawler,4,Type,Type2,Cybran,Experi,0,63.688002383347,288.46153846154,395.00668370203,289.71153846154,288.46153846154,857.14285714286,25,0,882.14285714286,55,34,30,,0,75000,0,6,25000,300000,25000,2.8,MuzzleSalvoSize_Overridden,
SAB2220,Molehill,1,Type,Type2,Aeon,Structure,0,0,0.076923076923077,0.076923076923077,0.076923076923077,0.076923076923077,0,0,0,0,1,0,0,Omni,0,20,0,0.1,150,2500,150,0,Unknown Type,
SEA0313,Tomcat,3,Type,Type2,UEF,unknown,37.749092117417,12.737600476669,15.865384615385,83.494934352328,15.865384615385,43.008241758242,342.85714285714,0,542.85714285714,542.85714285714,60,38,0,Radar,0,4125,0,6,1390,100000,1390,28,
SEB3303,Recon Sat Center,3,Type,Type2,UEF,Structure,0,0,1.9230769230769,1.9230769230769,1.9230769230769,1.9230769230769,0,0,0,0,0,0,0,,0,500,0,1,2900,56500,2900,0,
SEA0314,Lancer,3,Type,Type2,UEF,unknown,125.97135879768,168.41938408041,26.153846153846,381.34458903194,38.153846153846,26.153846153846,1216,240,0,1456,150,38,0,Radar,0,6800,0,8,5250,180000,5250,19,
SEB2222,AM-36 Trinity,3,Type,Type2,UEF,Structure,0,0,0.96153846153846,0.96153846153846,0.96153846153846,0.96153846153846,0,0,0,1000,30,0,0,RadarSonar,0,250,0,0.1,1800,405000,1800,0,
SRL0000,Crab Egg (Destroyer),0,Type,Type2,Cybran,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
SRL0000_1,Crab Egg (Field Engineer),0,Type,Type2,Cybran,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
SRL0000_2,Crab Egg (Stealth),0,Type,Type2,Cybran,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
SRL0000_3,Crab Egg (Missile),0,Type,Type2,Cybran,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
SRL0000_4,Crab Egg (Hedgehog),0,Type,Type2,Cybran,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
SRL0000_5,Crab Egg (MRL),0,Type,Type2,Cybran,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
SRL0000_6,Crab Egg,3,Type,Type2,Cybran,Structure,0,0,0.038461538461538,0.038461538461538,0.038461538461538,0.038461538461538,0,0,0,0,0,5,0,,0,10,0,0,10,10,10,0,
SAA0201,Beguiler,2,Type,Type2,Aeon,unknown,0,0,4.0384615384615,4.0384615384615,4.0384615384615,4.0384615384615,0,0,0,0,0,44,0,,0,1050,0,0,180,5500,180,22,
SAB2308,Flash Flood,3,Type,Type2,Aeon,Defense,0,0,38.461538461538,38.461538461538,63.461538461538,38.461538461538,0,500,0,500,75,36,48,Sonar,0,10000,0,6,3000,25000,3000,0,
SAB2306,Orbos,3,Type,Type2,Aeon,Defense,0,23.776854223116,23.076923076923,62.853777300039,23.076923076923,23.076923076923,320,0,0,320,55,36,0,,0,6000,0,3,2100,22000,2100,0,
SEA0401,Centurion,4,Type,Type2,UEF,Experi,250.84243737257,154.06016940651,221.15384615385,767.18095092489,221.15384615385,391.32051282051,2822.4899598394,0,3403.3333333333,3692.4899598394,58,44,0,Radar,0,57500,0,18,37500,702500,37500,11,
SEB4401,BFS - Nullifier,4,Type,Type2,UEF,Experi,0,0,112.11538461538,112.11538461538,112.11538461538,112.11538461538,0,0,0,0,0,0,0,,26500,2650,0,4,5065,32500,5065,0,
SSL0001,Hologram,0,Type,Type2,Seraphim,StdLand,0,0,0.26538461538462,0.26538461538462,0.26538461538462,0.26538461538462,0,0,0,0,0,0,0,,0,69,0,0,420,1337,420,4.5,
SAB2103,Charis,1,Type,Type2,Aeon,Defense,0,5.5727002085428,3.4615384615385,12.784238670081,3.4615384615385,3.4615384615385,75,0,0,75,55,24,0,,0,900,0,1,500,4900,500,0,
SRA0106,Gannet,1,Type,Type2,Cybran,unknown,0,0,0.92307692307692,0.92307692307692,2.9230769230769,0.92307692307692,0,40,0,40,26,26,10,Sonar,0,240,0,2,55,3500,55,12,
SRL0324,Adramelech,3,Type,Type2,Cybran,StdLand,0,0,0.96153846153846,0.96153846153846,0.96153846153846,0.96153846153846,0,0,0,0,0,40,0,RadarOmni,0,250,0,1,1200,27000,1200,3.3,
SSS0305,Aezhou,3,Type,Type2,Seraphim,unknown,0,0,13.461538461538,13.461538461538,13.461538461538,13.461538461538,0,0,0,0,0,32,32,Sonar,0,3500,0,0,560,16000,560,4.5,
SEB0401,Gantry,4,Type,Type2,UEF,Experi,0,0,155.76923076923,155.76923076923,155.76923076923,155.76923076923,0,0,0,0,0,20,0,,0,40500,0,10,31440,384000,31440,0,
SSB0401,Souiya,4,Type,Type2,Seraphim,Experi,0,0,115.38461538462,115.38461538462,115.38461538462,115.38461538462,0,0,0,0,0,20,20,,0,30000,0,12,34584,422400,34584,0,
